"run_id","metric_id","stat","instance_type","instance_id","value"
"202606071030","latency","avg","run","","61.261687756447756"
"202606071055","throughput","effective","run","","2097.086569274427"
"202606071055","error_rate","avg","run","","9.265341368795151e-11"
"202606071055","latency","avg","run","","64.09578014621405"
"202606071120","throughput","effective","run","","2375.127190304766"
"202606071120","error_rate","avg","run","","7.181741775304826e-10"
"202606071120","latency","avg","run","","65.84255781585215"
"202606071146","throughput","effective","run","","2650.668475037156"
"202606071146","error_rate","avg","run","","6.036500000534008e-10"
"202606071146","latency","avg","run","","74.79910438678219"
"202606071211","throughput","effective","run","","2944.0462936419576"
"202606071211","error_rate","avg","run","","1.4656048300554196e-9"
"202606071211","latency","avg","run","","78.56489234348155"
"202605202252","throughput","effective","run","","1"
"202605202252","error_rate","avg","run","","0"
"202605202252","latency","avg","run","","40.88833333333334"
"202605210109","throughput","effective","run","","300.0003335189922"
"202605210109","error_rate","avg","run","","2.810058028579972e-12"
"202605210109","latency","avg","run","","62.38181979888715"
"202605202315","throughput","effective","run","","594.6594028375208"
"202605202315","error_rate","avg","run","","2.070577110365732e-11"
"202605202315","latency","avg","run","","81.39637135403616"
"202605210132","throughput","effective","run","","871.7239747134597"
"202605210132","error_rate","avg","run","","1.601731860613027e-10"
"202605210132","latency","avg","run","","112.4711174423496"
"202605202337","throughput","effective","run","","1156.146362112238"
"202605202337","error_rate","avg","run","","4.777113528330033e-11"
"202605202337","latency","avg","run","","112.008331843788"
"202605210155","throughput","effective","run","","1461.680537073708"
"202605210155","error_rate","avg","run","","3.09105903613326e-11"
"202605210155","latency","avg","run","","117.1067409265085"
"202605210000","throughput","effective","run","","1718.16064218845"
"202605210000","error_rate","avg","run","","1.405032279687679e-11"
"202605210000","latency","avg","run","","124.4689154120633"
"202605210218","throughput","effective","run","","2057.161355656454"
"202605210218","error_rate","avg","run","","2.444744797407183e-10"
"202605210218","latency","avg","run","","124.0505199443133"
"202605210023","throughput","effective","run","","2334.835440579996"
"202605210023","error_rate","avg","run","","1.792819800768417e-9"
"202605210023","latency","avg","run","","127.1002859800897"
"202605210241","throughput","effective","run","","2613.712430383379"
"202605210241","error_rate","avg","run","","1.41345482305302e-9"
"202605210241","latency","avg","run","","140.0542050118899"
"202605210046","throughput","effective","run","","2843.657792563327"
"202605210046","error_rate","avg","run","","2.753859010171426e-10"
"202605210046","latency","avg","run","","137.4859591283955"
"202605201840","throughput","effective","run","","1"
"202605201840","error_rate","avg","run","","0"
"202605201840","latency","avg","run","","40.39666666666667"
"202605202057","throughput","effective","run","","300.00033333"
"202605202057","error_rate","avg","run","","8.430245777005437e-12"
"202605202057","latency","avg","run","","46.91863843688021"
"202605201903","throughput","effective","run","","594.193889234246"
"202605201903","error_rate","avg","run","","1.967064914552811e-11"
"202605201903","latency","avg","run","","88.73839275446466"
"202605202120","throughput","effective","run","","879.2838303678983"
"202605202120","error_rate","avg","run","","2.529071790955725e-11"
"202605202120","latency","avg","run","","103.7442655443777"
"202605201926","throughput","effective","run","","1177.739848634967"
"202605201926","error_rate","avg","run","","2.529081567745102e-11"
"202605201926","latency","avg","run","","107.2622849992577"
"202605202143","throughput","effective","run","","1478.687506796076"
"202605202143","error_rate","avg","run","","7.217462488961516e-10"
"202605202143","latency","avg","run","","110.3880850942664"
"202605201949","throughput","effective","run","","1787.397399166853"
"202605201949","error_rate","avg","run","","4.496141553703814e-11"
"202605201949","latency","avg","run","","108.0582802452687"
"202605202206","throughput","effective","run","","2048.038920267411"
"202605202206","error_rate","avg","run","","6.862500026366728e-10"
"202605202206","latency","avg","run","","127.669718216469"
"202605202011","throughput","effective","run","","2339.226094608203"
"202605202011","error_rate","avg","run","","1.25784815055162e-10"
"202605202011","latency","avg","run","","138.4471659818686"
"202605202229","throughput","effective","run","","2546.32590059727"
"202605202229","error_rate","avg","run","","3.934102595041551e-10"
"202605202229","latency","avg","run","","144.8545749379901"
"202605202034","throughput","effective","run","","2902.432452584629"
"202605202034","error_rate","avg","run","","2.781983253241941e-10"
"202605202034","latency","avg","run","","153.5880168488612"
"202605211034","throughput","effective","run","","1"
"202605211034","error_rate","avg","run","","0"
"202605211034","latency","avg","run","","39.76666666666667"
"202605211251","throughput","effective","run","","299.9996666688889"
"202605211251","error_rate","avg","run","","3.652988952485607e-11"
"202605211251","latency","avg","run","","47.27991866124408"
"202605211057","throughput","effective","run","","597.0798789481714"
"202605211057","error_rate","avg","run","","2.38181157218171e-10"
"202605211057","latency","avg","run","","76.91795295088733"
"202605211314","throughput","effective","run","","884.806875251063"
"202605211314","error_rate","avg","run","","2.809989373417296e-11"
"202605211314","latency","avg","run","","98.03549165550488"
"202605211119","throughput","effective","run","","1181.069000063239"
"202605211119","error_rate","avg","run","","8.430000881266593e-11"
"202605211119","latency","avg","run","","103.1799394649923"
"202605211337","throughput","effective","run","","1444.444999791745"
"202605211337","error_rate","avg","run","","1.573592830524241e-10"
"202605211337","latency","avg","run","","115.4029755368332"
"202605211142","throughput","effective","run","","1787.515740841124"
"202605211142","error_rate","avg","run","","6.12579577690367e-10"
"202605211142","latency","avg","run","","110.6719530450884"
"202605211400","throughput","effective","run","","2042.907026322755"
"202605211400","error_rate","avg","run","","1.552182191458397e-10"
"202605211400","latency","avg","run","","123.7847541530559"
"202605211205","throughput","effective","run","","2303.924176454941"
"202605211205","error_rate","avg","run","","6.09029641570577e-9"
"202605211205","latency","avg","run","","133.8744519683494"
"202605211423","throughput","effective","run","","2425.56524773203"
"202605211423","error_rate","avg","run","","4.652740013658711e-9"
"202605211423","latency","avg","run","","164.8463760143034"
"202605211228","throughput","effective","run","","2840.735714262013"
"202605211228","error_rate","avg","run","","4.102590810236835e-9"
"202605211228","latency","avg","run","","138.6658251244485"
"202605210304","throughput","effective","run","","0.9999983333361111"
"202605210304","error_rate","avg","run","","0"
"202605210304","latency","avg","run","","40.33"
"202605210521","throughput","effective","run","","300"
"202605210521","error_rate","avg","run","","2.8100342036249e-12"
"202605210521","latency","avg","run","","51.80592395864008"
"202605210327","throughput","effective","run","","599.6586683733248"
"202605210327","error_rate","avg","run","","1.967031484154138e-11"
"202605210327","latency","avg","run","","57.55124656049362"
"202605210544","throughput","effective","run","","888.1007696384465"
"202605210544","error_rate","avg","run","","1.405016047157881e-11"
"202605210544","latency","avg","run","","88.37390382359841"
"202605210350","throughput","effective","run","","1197.632988039834"
"202605210350","error_rate","avg","run","","8.430128604764913e-12"
"202605210350","latency","avg","run","","95.14186326372001"
"202605210925","throughput","effective","run","","1461.656850972993"
"202605210925","error_rate","avg","run","","1.60572063873679e-10"
"202605210925","latency","avg","run","","108.7063393482974"
"202605210413","throughput","effective","run","","1752.294334471948"
"202605210413","error_rate","avg","run","","2.662143817074484e-11"
"202605210413","latency","avg","run","","123.0640849914346"
"202605210948","throughput","effective","run","","2031.415899704911"
"202605210948","error_rate","avg","run","","1.174287952514674e-9"
"202605210948","latency","avg","run","","129.7943051699084"
"202605210435","throughput","effective","run","","2311.033850252648"
"202605210435","error_rate","avg","run","","2.425506954655379e-10"
"202605210435","latency","avg","run","","125.7042130567183"
"202605211011","throughput","effective","run","","2620.160564106317"
"202605211011","error_rate","avg","run","","4.629820646291608e-10"
"202605211011","latency","avg","run","","129.2213019231949"
"202605210458","throughput","effective","run","","2842.754494608469"
"202605210458","error_rate","avg","run","","4.580359261063224e-10"
"202605210458","latency","avg","run","","142.1098139151417"
"202605202252","cpu","avg","pod","im","6.400334628364058"
"202605202252","cpu","avg","pod","rf-a-0","10.32512355181085"
"202605202252","cpu","avg","pod","rf-b-0","7.795958560405694"
"202605202252","cpu","avg","pod","rf-c-0","9.650199476374496"
"202605210109","cpu","avg","pod","im","219.0641963269942"
"202605210109","cpu","avg","pod","rf-a-0","181.8250211924272"
"202605210109","cpu","avg","pod","rf-b-0","183.1777638904661"
"202605210109","cpu","avg","pod","rf-c-0","288.1462180622312"
"202605202315","cpu","avg","pod","im","212.4008328995318"
"202605202315","cpu","avg","pod","rf-a-0","609.0614612966009"
"202605202315","cpu","avg","pod","rf-b-0","282.6497199117298"
"202605202315","cpu","avg","pod","rf-c-0","372.4816346466955"
"202605210132","cpu","avg","pod","im","265.1964805861688"
"202605210132","cpu","avg","pod","rf-a-0","661.0728931223782"
"202605210132","cpu","avg","pod","rf-b-0","280.4699109276556"
"202605210132","cpu","avg","pod","rf-c-0","393.931858362379"
"202605202337","cpu","avg","pod","im","315.554676985195"
"202605202337","cpu","avg","pod","rf-a-0","691.995950071025"
"202605202337","cpu","avg","pod","rf-b-0","251.96547218502"
"202605202337","cpu","avg","pod","rf-c-0","455.2951200146577"
"202605210155","cpu","avg","pod","im","338.510444494512"
"202605210155","cpu","avg","pod","rf-a-0","726.2096676329813"
"202605210155","cpu","avg","pod","rf-b-0","290.5884680134679"
"202605210155","cpu","avg","pod","rf-c-0","513.5706596156572"
"202605210000","cpu","avg","pod","im","386.7961251274643"
"202605210000","cpu","avg","pod","rf-a-0","758.0889906243144"
"202605210000","cpu","avg","pod","rf-b-0","255.2391714417913"
"202605210000","cpu","avg","pod","rf-c-0","516.8384054646458"
"202605210218","cpu","avg","pod","im","397.6420853379605"
"202605210218","cpu","avg","pod","rf-a-0","754.4426896776299"
"202605210218","cpu","avg","pod","rf-b-0","292.3456384453445"
"202605210218","cpu","avg","pod","rf-c-0","601.9459546820965"
"202605210023","cpu","avg","pod","im","429.3875718015666"
"202605210023","cpu","avg","pod","rf-a-0","771.8479784366555"
"202605210023","cpu","avg","pod","rf-b-0","286.8241364547894"
"202605210023","cpu","avg","pod","rf-c-0","645.7722298745027"
"202605210241","cpu","avg","pod","im","472.3767590516624"
"202605210241","cpu","avg","pod","rf-a-0","771.0402344709064"
"202605210241","cpu","avg","pod","rf-b-0","284.8922105962478"
"202605210241","cpu","avg","pod","rf-c-0","641.0653713928523"
"202605210046","cpu","avg","pod","im","473.645088566826"
"202605210046","cpu","avg","pod","rf-a-0","776.3561512954549"
"202605210046","cpu","avg","pod","rf-b-0","309.8068586346018"
"202605210046","cpu","avg","pod","rf-c-0","676.153946631833"
"202605201840","cpu","avg","pod","im","6.602157152231062"
"202605201840","cpu","avg","pod","rf-a-0","10.20184592201917"
"202605201840","cpu","avg","pod","rf-b-0","7.478027427242498"
"202605201840","cpu","avg","pod","rf-c-0","6.051277678292305"
"202605202057","cpu","avg","pod","im","129.6798782381811"
"202605202057","cpu","avg","pod","rf-a-0","162.0553427419354"
"202605202057","cpu","avg","pod","rf-b-0","184.4507139016666"
"202605202057","cpu","avg","pod","rf-c-0","198.6005063291142"
"202605201903","cpu","avg","pod","im","195.4923667556461"
"202605201903","cpu","avg","pod","rf-a-0","617.5894294294282"
"202605201903","cpu","avg","pod","rf-b-0","256.1251712542037"
"202605201903","cpu","avg","pod","rf-c-0","250.4824076300395"
"202605202120","cpu","avg","pod","im","261.4171163112792"
"202605202120","cpu","avg","pod","rf-a-0","675.103434649456"
"202605202120","cpu","avg","pod","rf-b-0","254.5558933641547"
"202605202120","cpu","avg","pod","rf-c-0","246.3219861231574"
"202605201926","cpu","avg","pod","im","271.1758754863816"
"202605201926","cpu","avg","pod","rf-a-0","689.5459036944178"
"202605201926","cpu","avg","pod","rf-b-0","224.8544549925653"
"202605201926","cpu","avg","pod","rf-c-0","265.855406915949"
"202605202143","cpu","avg","pod","im","302.92046812399"
"202605202143","cpu","avg","pod","rf-a-0","720.6111421976647"
"202605202143","cpu","avg","pod","rf-b-0","290.8767321726293"
"202605202143","cpu","avg","pod","rf-c-0","282.1777570311592"
"202605201949","cpu","avg","pod","im","375.3322751639667"
"202605201949","cpu","avg","pod","rf-a-0","730.9672619047625"
"202605201949","cpu","avg","pod","rf-b-0","242.9366635249765"
"202605201949","cpu","avg","pod","rf-c-0","300.2990443661196"
"202605202206","cpu","avg","pod","im","388.8307492741985"
"202605202206","cpu","avg","pod","rf-a-0","746.3937336637368"
"202605202206","cpu","avg","pod","rf-b-0","284.1355948100672"
"202605202206","cpu","avg","pod","rf-c-0","270.1307856373272"
"202605202011","cpu","avg","pod","im","442.9814971703542"
"202605202011","cpu","avg","pod","rf-a-0","762.3212773192367"
"202605202011","cpu","avg","pod","rf-b-0","282.8351533760102"
"202605202011","cpu","avg","pod","rf-c-0","258.0127504081686"
"202605202229","cpu","avg","pod","im","400.958042824826"
"202605202229","cpu","avg","pod","rf-a-0","760.4363512935902"
"202605202229","cpu","avg","pod","rf-b-0","270.7773497688752"
"202605202229","cpu","avg","pod","rf-c-0","276.1971613920647"
"202605202034","cpu","avg","pod","im","421.0056744012575"
"202605202034","cpu","avg","pod","rf-a-0","775.6619729773687"
"202605202034","cpu","avg","pod","rf-b-0","272.510751171058"
"202605202034","cpu","avg","pod","rf-c-0","276.0295770965424"
"202605210304","cpu","avg","pod","im","6.459092067627623"
"202605210304","cpu","avg","pod","rf-a-0","8.127248322147679"
"202605210304","cpu","avg","pod","rf-b-0","5.768618771310663"
"202605210304","cpu","avg","pod","rf-c-0","8.231454911777325"
"202605210521","cpu","avg","pod","im","169.7774636510502"
"202605210521","cpu","avg","pod","rf-a-0","192.4041848606509"
"202605210521","cpu","avg","pod","rf-b-0","317.6446540880503"
"202605210521","cpu","avg","pod","rf-c-0","318.431890975317"
"202605210327","cpu","avg","pod","im","206.4520904663165"
"202605210327","cpu","avg","pod","rf-a-0","596.3589280677021"
"202605210327","cpu","avg","pod","rf-b-0","1008.946323362794"
"202605210327","cpu","avg","pod","rf-c-0","1019.972157349289"
"202605210544","cpu","avg","pod","im","229.8932327389121"
"202605210544","cpu","avg","pod","rf-a-0","635.5171007851208"
"202605210544","cpu","avg","pod","rf-b-0","1000.609592935745"
"202605210544","cpu","avg","pod","rf-c-0","982.1617596766669"
"202605210350","cpu","avg","pod","im","306.3549573543864"
"202605210350","cpu","avg","pod","rf-a-0","658.8290398126464"
"202605210350","cpu","avg","pod","rf-b-0","1013.761910146236"
"202605210350","cpu","avg","pod","rf-c-0","1031.345014405612"
"202605210925","cpu","avg","pod","im","327.5749739247809"
"202605210925","cpu","avg","pod","rf-a-0","694.187971450799"
"202605210925","cpu","avg","pod","rf-b-0","1017.918346608975"
"202605210925","cpu","avg","pod","rf-c-0","1051.274450052375"
"202605210413","cpu","avg","pod","im","376.7065181952701"
"202605210413","cpu","avg","pod","rf-a-0","696.6596804966263"
"202605210413","cpu","avg","pod","rf-b-0","1027.365832393064"
"202605210413","cpu","avg","pod","rf-c-0","1044.388275046458"
"202605210948","cpu","avg","pod","im","416.5402296205972"
"202605210948","cpu","avg","pod","rf-a-0","715.6014625228514"
"202605210948","cpu","avg","pod","rf-b-0","1017.764927339808"
"202605210948","cpu","avg","pod","rf-c-0","953.6026990345933"
"202605210435","cpu","avg","pod","im","447.6921760470145"
"202605210435","cpu","avg","pod","rf-a-0","719.4507993502601"
"202605210435","cpu","avg","pod","rf-b-0","1021.330635663594"
"202605210435","cpu","avg","pod","rf-c-0","1027.9909880682"
"202605211011","cpu","avg","pod","im","437.6586797066016"
"202605211011","cpu","avg","pod","rf-a-0","747.4994675622564"
"202605211011","cpu","avg","pod","rf-b-0","1033.21371413978"
"202605211011","cpu","avg","pod","rf-c-0","959.7041019514177"
"202605210458","cpu","avg","pod","im","450.7786167105927"
"202605210458","cpu","avg","pod","rf-a-0","737.2084552205215"
"202605210458","cpu","avg","pod","rf-b-0","1045.938440239961"
"202605210458","cpu","avg","pod","rf-c-0","1030.166551215251"
"202605211034","cpu","avg","pod","im","6.629495589233311"
"202605211034","cpu","avg","pod","rf-a-0","6.354079058031942"
"202605211034","cpu","avg","pod","rf-b-0","6.770370974760687"
"202605211034","cpu","avg","pod","rf-c-0","6.864076696953533"
"202605211251","cpu","avg","pod","im","159.1991965272722"
"202605211251","cpu","avg","pod","rf-a-0","190.6234853669334"
"202605211251","cpu","avg","pod","rf-b-0","235.1594261098129"
"202605211251","cpu","avg","pod","rf-c-0","222.3877508251689"
"202605211057","cpu","avg","pod","im","234.230289585706"
"202605211057","cpu","avg","pod","rf-a-0","608.0719249397504"
"202605211057","cpu","avg","pod","rf-b-0","291.7152273199084"
"202605211057","cpu","avg","pod","rf-c-0","290.5123479161271"
"202605211314","cpu","avg","pod","im","244.9270743710641"
"202605211314","cpu","avg","pod","rf-a-0","664.7895943988403"
"202605211314","cpu","avg","pod","rf-b-0","287.6286990869642"
"202605211314","cpu","avg","pod","rf-c-0","298.563025210084"
"202605211119","cpu","avg","pod","im","274.442298751922"
"202605211119","cpu","avg","pod","rf-a-0","678.5404071338486"
"202605211119","cpu","avg","pod","rf-b-0","275.1086966162576"
"202605211119","cpu","avg","pod","rf-c-0","302.4143658810329"
"202605211337","cpu","avg","pod","im","317.8359944367172"
"202605211337","cpu","avg","pod","rf-a-0","707.3675130734794"
"202605211337","cpu","avg","pod","rf-b-0","269.5780508840022"
"202605211337","cpu","avg","pod","rf-c-0","305.7462332885334"
"202605211142","cpu","avg","pod","im","370.7852040317059"
"202605211142","cpu","avg","pod","rf-a-0","727.4636162612679"
"202605211142","cpu","avg","pod","rf-b-0","298.2112741456169"
"202605211142","cpu","avg","pod","rf-c-0","305.1448118973242"
"202605211400","cpu","avg","pod","im","408.8578360795597"
"202605211400","cpu","avg","pod","rf-a-0","739.6447561941371"
"202605211400","cpu","avg","pod","rf-b-0","314.3642395519174"
"202605211400","cpu","avg","pod","rf-c-0","287.1684131468832"
"202605211205","cpu","avg","pod","im","444.1087604016336"
"202605211205","cpu","avg","pod","rf-a-0","747.2473872387255"
"202605211205","cpu","avg","pod","rf-b-0","305.8848682507627"
"202605211205","cpu","avg","pod","rf-c-0","319.724331118692"
"202605211423","cpu","avg","pod","im","450.4662280556746"
"202605211423","cpu","avg","pod","rf-a-0","750.1119058168246"
"202605211423","cpu","avg","pod","rf-b-0","318.4118818578077"
"202605211423","cpu","avg","pod","rf-c-0","323.8447721686513"
"202605211228","cpu","avg","pod","im","458.9566978628291"
"202605211228","cpu","avg","pod","rf-a-0","769.9202296289938"
"202605211228","cpu","avg","pod","rf-b-0","311.0169385330022"
"202605211228","cpu","avg","pod","rf-c-0","287.2988492386376"
"202606070759","cpu","avg","pod","im","10.590481441913308"
"202606070759","cpu","avg","pod","kafka-0","97.44700116845662"
"202606070759","cpu","avg","pod","kafka-1","58.095542362199616"
"202606070759","cpu","avg","pod","kafka-2","48.38930582065545"
"202606070759","cpu","avg","pod","orch-a-0","26.53649080864543"
"202606070759","cpu","avg","pod","part-b-0","16.291410844252702"
"202606070759","cpu","avg","pod","part-c-0","17.710054508438997"
"202606070759","cpu","avg","pod","rf-a-0","10.384910782269051"
"202606070759","cpu","avg","pod","rf-b-0","5.745599160206743"
"202606070759","cpu","avg","pod","rf-c-0","6.080603966346141"
"202606070759","cpu","avg","pod","mongo-a-0","69.65764415722265"
"202606070759","cpu","avg","pod","mongo-a-1","119.92995793047433"
"202606070759","cpu","avg","pod","mongo-b-0","63.23707684948103"
"202606070759","cpu","avg","pod","mongo-b-1","108.19778857757899"
"202606070759","cpu","avg","pod","mongo-c-0","82.00265304506244"
"202606070759","cpu","avg","pod","mongo-c-1","109.55759533802357"
"202606070759","cpu","avg","pod","redis-a-0","20.458709549858337"
"202606070759","cpu","avg","pod","redis-a-1","26.4829059829061"
"202606070759","cpu","avg","pod","redis-b-0","20.188313819892738"
"202606070759","cpu","avg","pod","redis-b-1","27.9040764485303"
"202606070759","cpu","avg","pod","redis-c-0","20.361544687247083"
"202606070759","cpu","avg","pod","redis-c-1","26.045754654694314"
"202606070824","cpu","avg","pod","im","125.60245381952755"
"202606070824","cpu","avg","pod","kafka-0","606.4652949909579"
"202606070824","cpu","avg","pod","kafka-1","605.3391811962008"
"202606070824","cpu","avg","pod","kafka-2","923.3208246653841"
"202606070824","cpu","avg","pod","orch-a-0","771.6687226933938"
"202606070824","cpu","avg","pod","part-b-0","455.05114519815476"
"202606070824","cpu","avg","pod","part-c-0","324.0561679499241"
"202606070824","cpu","avg","pod","rf-a-0","21.210134964505222"
"202606070824","cpu","avg","pod","rf-b-0","5.893556122843719"
"202606070824","cpu","avg","pod","rf-c-0","12.128185034257324"
"202606070824","cpu","avg","pod","mongo-a-0","91.2552038779581"
"202606070824","cpu","avg","pod","mongo-a-1","100.94281690849175"
"202606070824","cpu","avg","pod","mongo-b-0","80.76994794943658"
"202606070824","cpu","avg","pod","mongo-b-1","111.9845817468992"
"202606070824","cpu","avg","pod","mongo-c-0","64.51711886304932"
"202606070824","cpu","avg","pod","mongo-c-1","89.85787847579799"
"202606070824","cpu","avg","pod","redis-a-0","31.845723226703786"
"202606070824","cpu","avg","pod","redis-a-1","37.653972153972155"
"202606070824","cpu","avg","pod","redis-b-0","22.022260967028924"
"202606070824","cpu","avg","pod","redis-b-1","30.939054874419714"
"202606070824","cpu","avg","pod","redis-c-0","22.83169070871784"
"202606070824","cpu","avg","pod","redis-c-1","27.317004101295492"
"202606070849","cpu","avg","pod","im","170.0136112292642"
"202606070849","cpu","avg","pod","kafka-0","661.7001374050813"
"202606070849","cpu","avg","pod","kafka-1","1099.4968614532893"
"202606070849","cpu","avg","pod","kafka-2","671.5346025968847"
"202606070849","cpu","avg","pod","orch-a-0","1285.7283908332302"
"202606070849","cpu","avg","pod","part-b-0","733.1309260003702"
"202606070849","cpu","avg","pod","part-c-0","514.8899969263355"
"202606070849","cpu","avg","pod","rf-a-0","13.140320803232461"
"202606070849","cpu","avg","pod","rf-b-0","10.371847133757951"
"202606070849","cpu","avg","pod","rf-c-0","13.367472516781778"
"202606070849","cpu","avg","pod","mongo-a-0","89.14062067054579"
"202606070849","cpu","avg","pod","mongo-a-1","78.10429632982527"
"202606070849","cpu","avg","pod","mongo-b-0","94.0154028862415"
"202606070849","cpu","avg","pod","mongo-b-1","111.08499371152465"
"202606070849","cpu","avg","pod","mongo-c-0","93.32816029143902"
"202606070849","cpu","avg","pod","mongo-c-1","89.49159087282601"
"202606070849","cpu","avg","pod","redis-a-0","41.651448910898836"
"202606070849","cpu","avg","pod","redis-a-1","40.5866194062915"
"202606070849","cpu","avg","pod","redis-b-0","22.534136861528786"
"202606070849","cpu","avg","pod","redis-b-1","29.570210673006038"
"202606070849","cpu","avg","pod","redis-c-0","23.799067107199406"
"202606070849","cpu","avg","pod","redis-c-1","32.31461354581668"
"202606070914","cpu","avg","pod","im","208.9975965765874"
"202606070914","cpu","avg","pod","kafka-0","984.7324144311752"
"202606070914","cpu","avg","pod","kafka-1","912.9204247680136"
"202606070914","cpu","avg","pod","kafka-2","1174.3245060860183"
"202606070914","cpu","avg","pod","orch-a-0","1682.8649141520134"
"202606070914","cpu","avg","pod","part-b-0","939.3273905020882"
"202606070914","cpu","avg","pod","part-c-0","706.5509517130813"
"202606070914","cpu","avg","pod","rf-a-0","13.365448504983421"
"202606070914","cpu","avg","pod","rf-b-0","6.453463543302099"
"202606070914","cpu","avg","pod","rf-c-0","8.525902618865963"
"202606070914","cpu","avg","pod","mongo-a-0","76.3962389457863"
"202606070914","cpu","avg","pod","mongo-a-1","93.25632187610758"
"202606070914","cpu","avg","pod","mongo-b-0","79.1228582307398"
"202606070914","cpu","avg","pod","mongo-b-1","101.20252469813386"
"202606070914","cpu","avg","pod","mongo-c-0","102.99662265888837"
"202606070914","cpu","avg","pod","mongo-c-1","113.11518183047176"
"202606070914","cpu","avg","pod","redis-a-0","47.864508260339385"
"202606070914","cpu","avg","pod","redis-a-1","45.943820565739905"
"202606070914","cpu","avg","pod","redis-b-0","22.991884080921665"
"202606070914","cpu","avg","pod","redis-b-1","30.225732795242287"
"202606070914","cpu","avg","pod","redis-c-0","23.729551179887856"
"202606070914","cpu","avg","pod","redis-c-1","28.924983714471775"
"202606070939","cpu","avg","pod","im","261.27210576015125"
"202606070939","cpu","avg","pod","kafka-0","1070.4877944101095"
"202606070939","cpu","avg","pod","kafka-1","1007.784164111767"
"202606070939","cpu","avg","pod","kafka-2","1173.3269489124289"
"202606070939","cpu","avg","pod","orch-a-0","2182.1927375516475"
"202606070939","cpu","avg","pod","part-b-0","1198.7398906930293"
"202606070939","cpu","avg","pod","part-c-0","946.7881198538983"
"202606070939","cpu","avg","pod","rf-a-0","21.26057672069039"
"202606070939","cpu","avg","pod","rf-b-0","10.455497936289584"
"202606070939","cpu","avg","pod","rf-c-0","6.433221035801963"
"202606070939","cpu","avg","pod","mongo-a-0","90.4242734750806"
"202606070939","cpu","avg","pod","mongo-a-1","120.14969791230467"
"202606070939","cpu","avg","pod","mongo-b-0","77.86179367052321"
"202606070939","cpu","avg","pod","mongo-b-1","79.69001552383467"
"202606070939","cpu","avg","pod","mongo-c-0","71.88419480918665"
"202606070939","cpu","avg","pod","mongo-c-1","89.58325661326965"
"202606070939","cpu","avg","pod","redis-a-0","53.258580550751674"
"202606070939","cpu","avg","pod","redis-a-1","47.42423101067172"
"202606070939","cpu","avg","pod","redis-b-0","22.81531767666182"
"202606070939","cpu","avg","pod","redis-b-1","30.08776311095259"
"202606070939","cpu","avg","pod","redis-c-0","23.21341310140249"
